A 313 200 000 UI POUR CENT, POMMADE
HUMEXLIB ETAT GRIPPAL PARACETAMOL/VITAMINE C/PHENIRAMINE 500 MG/200 MG/25 MG, POUDRE POUR SOLUTION BUVABLE EN SACHET
HUMEXLIB PARACETAMOL CHLORPHENAMINE 500 MG/4 MG, GÉLULE
HUMIRA 20 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
HUMIRA 40 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE (0,4 ML)
HUMIRA 40 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI (0,4 ML)
HUMIRA 40 MG/0,8 ML, SOLUTION INJECTABLE
HUMIRA 80 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
HUMIRA 80 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
HUMULUS LUPULUS SICCUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HURA BRASILIENSIS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYALGAN 20 MG/2 ML, SOLUTION INJECTABLE POUR VOIE INTRA-ARTICULAIRE EN SERINGUE PRÉ-REMPLIE
HYCAMTIN 0,25 MG, GÉLULE
HYCAMTIN 1 MG, GÉLULE
HYCAMTIN 4 MG, POUDRE POUR SOLUTION À DILUER POUR PERFUSION
HYDRASTIS CANADENSIS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYDRASTIS CANADENSIS LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYDRASTIS CANADENSIS,DÉCOCTÉ WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYDRASTIS COMPOSE BOIRON
HYDREA 500 MG, GÉLULE
HYDROCHLOROTHIAZIDE ARROW 12,5 MG, COMPRIMÉ SÉCABLE
HYDROCHLOROTHIAZIDE ARROW 25 MG, COMPRIMÉ SÉCABLE
HYDROCORTANCYL 2,5 POUR CENT, SUSPENSION INJECTABLE
HYDROCORTISONE ROUSSEL 10 MG, COMPRIMÉ SÉCABLE
HYDROCORTISONE SUBSTIPHARM 100 MG, LYOPHILISAT (FLACON) ET SOLUTION POUR USAGE PARENTÉRAL
HYDROCORTISONE UPJOHN 100 MG, PRÉPARATION INJECTABLE
HYDROCORTISONE UPJOHN 500 MG, PRÉPARATION INJECTABLE
HYDROCOTYLE ASIATICA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYDROCOTYLE ASIATICA LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYDROCYANICUM ACIDUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 6DH ET 60DH
HYDROSOL POLYVITAMINE PHARMADEVELOPPEMENT, SOLUTION BUVABLE EN GOUTTES
HYDROXYZINE ARROW 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE BIOGARAN 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE BLUEFISH 25 MG, COMPRIMÉ PELLICULÉ
HYDROXYZINE CRISTERS 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE EG 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE RENAUDIN 100 MG /2 ML, SOLUTION INJECTABLE
HYDROXYZINE SANDOZ 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE TEVA 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE VIATRIS 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYDROXYZINE ZENTIVA 25 MG, COMPRIMÉ PELLICULÉ SÉCABLE
HYOSCYAMUS NIGER BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYOSCYAMUS NIGER LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYOSCYAMUS NIGER WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYPERICUM COMPLEXE N°26, SOLUTION BUVABLE EN GOUTTES
HYPERICUM PERFORATUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYPERICUM PERFORATUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYPERICUM PERFORATUM WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
HYPERIUM 1 MG, COMPRIMÉ
HYPERIUM 1 MG, COMPRIMÉ
HYPNOMIDATE 2 MG/ML, SOLUTION INJECTABLE
HYPOPHYSINE BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYPOPHYSINE L.A. BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYPOPHYSINE L.P. BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYPOPHYSINE WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYPOTHALAMUS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYPOTHALAMUS WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
HYQVIA 100 MG/ML, SOUTION POUR PERFUSION PAR VOIE SOUS-CUTANÉE
HYRIMOZ 40 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE (0,8 ML)
HYRIMOZ 40 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI (0,8 ML)
HYTACAND 16 MG/12,5 MG, COMPRIMÉ
HYTACAND 8 MG/12,5 MG, COMPRIMÉ
HYTRINE 1 MG, COMPRIMÉ
HYTRINE 5 MG, COMPRIMÉ
HYZAAR 50 MG/12,5 MG, COMPRIMÉ PELLICULÉ
IASOCHOLINE 1 GBQ/ML, SOLUTION INJECTABLE
IASOFLU 2,0 GBQ/ML, SOLUTION INJECTABLE
IASODOPA 0,3 GBQ/ML, SOLUTION INJECTABLE
IASOGLIO 2 GBQ/ML, SOLUTION INJECTABLE
IBERIS AMARA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
IBRANCE 100 MG, GÉLULE
IBRANCE 125 MG, GÉLULE
IBRANCE 75 MG, GÉLULE
IBUFETUM 5 %, GEL
IBUPRADOLL 200 MG, CAPSULE MOLLE
IBUPRADOLL 200 MG, COMPRIMÉ PELLICULÉ
IBUPRADOLL 400 MG, CAPSULE MOLLE
IBUPRADOLL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ALMUS 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ALMUS 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ARROW 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE ARROW 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ARROW 5 %, GEL
IBUPROFENE ARROW CONSEIL 400 MG, COMPRIMÉ ENROBÉ
IBUPROFENE ARROW CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ARROW LAB 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE B. BRAUN 400 MG/100 ML, SOLUTION POUR PERFUSION
IBUPROFENE BIOGARAN 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE BIOGARAN 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE BIOGARAN CONSEIL 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE BIOGARAN CONSEIL 200 MG, SUSPENSION BUVABLE EN SACHET ÉDULCORÉE AU MALTITOL LIQUIDE
IBUPROFENE BIOGARAN CONSEIL 400 MG, CAPSULE MOLLE
IBUPROFENE BIOGARAN CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE BIOGARAN CONSEIL 400 MG, SUSPENSION BUVABLE EN SACHET ÉDULCORÉE AU MALTITOL LIQUIDE
IBUPROFENE CHEMINEAU 5 %, SOLUTION POUR APPLICATION CUTANÉE
IBUPROFENE CHEMINEAU 5 %, SOLUTION POUR APPLICATION CUTANÉE EN FLACON PRESSURISÉ
IBUPROFENE CRISTERS 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE CRISTERS 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE CRISTERS CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE EG 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE EG 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE EG LABO CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE EVOLUGEN 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE EVOLUGEN PHARMA 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE NEPENTHES 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE PRODILAB 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE SANDOZ 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE SANDOZ 400 MG, COMPRIMÉ ENROBÉ
IBUPROFENE SANDOZ 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE SANDOZ CONSEIL 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE SANDOZ CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE SET 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE TEVA 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE TEVA 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE TEVA CONSEIL 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE TEVA CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE TEVA SANTE 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE URGO 5 %, GEL
IBUPROFENE VIATRIS 20 MG/ML ENFANTS ET NOURRISSONS SANS SUCRE, SUSPENSION BUVABLE ÉDULCORÉE AU MALTITOL ET À LA SACCHARINE SODIQUE
IBUPROFENE VIATRIS 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE VIATRIS 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE VIATRIS CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE VIATRIS CONSEIL 400 MG, SUSPENSION BUVABLE EN SACHET
IBUPROFENE ZENTIVA 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ZENTIVA 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ZENTIVA CONSEIL 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ZENTIVA CONSEIL 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ZF 400 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ZYDUS 200 MG, COMPRIMÉ ENROBÉ
IBUPROFENE ZYDUS FRANCE 200 MG, COMPRIMÉ PELLICULÉ
IBUPROFENE ZYDUS FRANCE 400 MG, COMPRIMÉ PELLICULÉ
IBUTOP 5 POUR CENT, GEL POUR APPLICATION CUTANÉE
ICATIBANT ACCORD 30 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
ICATIBANT FRESENIUS 30 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
ICATIBANT PIRAMAL 30 MG, SOLUTION INJECTABLE EN SERINGUE PRÉ-REMPLIE
ICATIBANT VIATRIS 30 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
ICATIBANT ZENTIVA 30 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
ICAZ LP 2,5 MG, GÉLULE À LIBÉRATION PROLONGÉE
ICAZ LP 5 MG, GÉLULE À LIBÉRATION PROLONGÉE
ICECA 50 MG, POUDRE POUR SOLUTION INJECTABLE
ICLUSIG 15 MG, COMPRIMÉ PELLICULÉ
ICLUSIG 30 MG, COMPRIMÉ PELLICULÉ
ICLUSIG 45 MG, COMPRIMÉ PELLICULÉ
IDACIO 40 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IDACIO 40 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
IDACIO 40 MG/0,8 ML, SOLUTION INJECTABLE POUR USAGE PÉDIATRIQUE
IDARUBICINE ACCORD 10 MG/10 ML, SOLUTION POUR PERFUSION
IDARUBICINE ACCORD 20 MG/20 ML, SOLUTION POUR PERFUSION
IDARUBICINE ACCORD 5 MG/5 ML, SOLUTION POUR PERFUSION
IDARUBICINE MYLAN 1 MG/ML, SOLUTION POUR PERFUSION
IDEFIRIX 11 MG, POUDRE POUR SOLUTION À DILUER POUR PERFUSION
IDELVION 1000 UI, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
IDELVION 2000 UI, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
IDELVION 250 UI, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
IDELVION 3500 UI POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
IDELVION 500 UI, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
IDEOLAXYL, COMPRIMÉ PELLICULÉ
IDEOS 500 MG/400 UI, COMPRIMÉ À SUCER OU À CROQUER
IDRYLINE, COLLYRE EN SOLUTION EN RÉCIPIENT UNIDOSE
IFIRMACOMBI 150 MG/12,5 MG, COMPRIMÉ PELLICULÉ
IFIRMACOMBI 300 MG/12,5 MG, COMPRIMÉ PELLICULÉ
IFIRMACOMBI 300 MG/25 MG, COMPRIMÉ PELLICULÉ
IFIRMASTA 150 MG, COMPRIMÉ PELLICULÉ
IFIRMASTA 300 MG, COMPRIMÉ PELLICULÉ
IFIRMASTA 75 MG, COMPRIMÉ PELLICULÉ
IFOSFAMIDE EG 40 MG/ML, SOLUTION POUR PERFUSION
IGNATIA AMARA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
IGNATIA AMARA FERRIER, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
IGNATIA AMARA LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
IGNATIA AMARA WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
IKERVIS 1 MG/ML, COLLYRE EN ÉMULSION
IKOREL 10 MG, COMPRIMÉ SÉCABLE
IKOREL 20 MG, COMPRIMÉ
ILARIS 150 MG/ML, SOLUTION INJECTABLE
ILEX PARAGUARIENSIS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
ILOMEDINE 0,1 MG/1 ML, SOLUTION À DILUER POUR PERFUSION
ILOPROST TEVA 100 MICROGRAMMES/ML, SOLUTION À DILUER POUR PERFUSION
ILOPROST ZENTIVA 100 MICROGRAMMES/ML, SOLUTION À DILUER POUR PERFUSION
ILUMETRI 100 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
ILUMETRI 200 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
ILUVIEN 190 MICROGRAMMES, IMPLANT INTRAVITRÉEN AVEC APPLICATEUR
IMATINIB ACCORD 100 MG, COMPRIMÉ PELLICULÉ
IMATINIB ACCORD 400 MG, COMPRIMÉ PELLICULÉ
IMATINIB ARROW LAB 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB ARROW LAB 400 MG, COMPRIMÉ PELLICULÉ
IMATINIB BGR 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB BGR 400 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB CRISTERS 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB CRISTERS 400 MG, COMPRIMÉ PELLICULÉ
IMATINIB EG 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB EG 400 MG, COMPRIMÉ PELLICULÉ
IMATINIB HCS 100 MG, COMPRIMÉ DISPERSIBLE SÉCABLE
IMATINIB HCS 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB HCS 400 MG, COMPRIMÉ DISPERSIBLE
IMATINIB HCS 400 MG, COMPRIMÉ PELLICULÉ
IMATINIB RANBAXY 400 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB SANDOZ 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB SANDOZ 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB SANDOZ 400 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB TEVA 100 MG, COMPRIMÉ PELLICULÉ
IMATINIB TEVA 400 MG, COMPRIMÉ PELLICULÉ
IMATINIB VIATRIS 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB VIATRIS 400 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB ZENTIVA 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB ZENTIVA 400 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB ZYDUS 100 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMATINIB ZYDUS 400 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMAVER, SOLUTION INJECTABLE
IMBRUVICA 140 MG, COMPRIMÉ PELLICULÉ
IMBRUVICA 140 MG, GÉLULE
IMBRUVICA 280 MG, COMPRIMÉ PELLICULÉ
IMBRUVICA 420 MG, COMPRIMÉ PELLICULÉ
IMBRUVICA 560 MG, COMPRIMÉ PELLICULÉ
IMCIVREE 10 MG/ML, SOLUTION INJECTABLE
IMENOR 10 MG, COMPRIMÉ
IMENOR 2,5 MG, COMPRIMÉ
IMETH 10 MG, COMPRIMÉ SÉCABLE
IMETH 10 MG/0,4 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 12,5 MG/0,5 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 15 MG/0,6 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 17,5 MG/0,7 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 2,5 MG, COMPRIMÉ
IMETH 20 MG/0,8 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 22,5 MG/0,9 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 25 MG/ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMETH 7,5 MG/0,3 ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMFINZI 50 MG/ML, SOLUTION À DILUER POUR PERFUSION
IMIGRANE 10 MG/0,1 ML, SOLUTION POUR PULVÉRISATION NASALE
IMIGRANE 20 MG/0,1 ML, SOLUTION POUR PULVÉRISATION NASALE
IMIGRANE 50 MG, COMPRIMÉ PELLICULÉ
IMIGRANE 6 MG/0,5 ML, SOLUTION INJECTABLE POUR VOIE SOUS-CUTANÉE EN SERINGUE PRÉ-REMPLIE
IMIJECT 6 MG/0,5 ML, SOLUTION INJECTABLE POUR VOIE SOUS-CUTANÉE EN SERINGUE PRÉ-REMPLIE
IMIPENEM CILASTATINE HOSPIRA FRANCE 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM CILASTATINE PANPHARMA 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM CILASTATINE VIATRIS 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE ACS DOBFAR 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE ARROW 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE HIKMA 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE KABI 250 MG/250 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE KABI 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE SUN 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMIPENEM/CILASTATINE TAMRISA 500 MG/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
IMJUDO 20 MG/ML, SOLUTION À DILUER POUR PERFUSION
IMMUCYST 81 MG, POUDRE POUR SUSPENSION INTRAVÉSICALE. B.C.G. POUR IMMUNOTHÉRAPIE
IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB 100 UI/ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE (IM)
IMNOVID 1 MG, GÉLULE
IMNOVID 2 MG, GÉLULE
IMNOVID 3 MG, GÉLULE
IMNOVID 4 MG, GÉLULE
IMODIUM 0,2 MG/ML ENFANTS, SOLUTION BUVABLE
IMODIUM 2 MG, GÉLULE
IMODIUMCAPS 2 MG, GÉLULE
IMODIUMDUO, COMPRIMÉ
IMODIUMLINGUAL 2 MG, LYOPHILISAT ORAL
IMODIUMLINGUAL 2 MG, LYOPHILISAT ORAL
IMODIUMLIQUICAPS 2 MG, CAPSULE MOLLE
IMOGAM RAGE 150 UI/ML, SOLUTION INJECTABLE
IMOVANE 3,75 MG, COMPRIMÉ PELLICULÉ
IMOVANE 7,5 MG, COMPRIMÉ PELLICULÉ SÉCABLE
IMOVAX POLIO, SUSPENSION INJECTABLE EN SERINGUE PRÉREMPLIE. VACCIN POLIOMYÉLITIQUE (INACTIVÉ)
IMPORTAL 10 G, POUDRE POUR SOLUTION BUVABLE EN SACHET
IMPORTAL ENFANTS 5 G, POUDRE ORALE EN SACHET
IMPORTAL JEUNES ENFANTS 2,5 G, POUDRE ORALE EN SACHET
IMRALDI 40 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
IMRALDI 40 MG, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE (0,4ML)
IMRALDI 40 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
IMRALDI 40 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI (0,4 ML)
IMUKIN 2 X 10<SUP>6</SUP> UI (0,1 MG), SOLUTION INJECTABLE
IMUREL 25 MG, COMPRIMÉ PELLICULÉ
IMUREL 50 MG, COMPRIMÉ PELLICULÉ
IMUREL 50 MG, COMPRIMÉ PELLICULÉ
IMUREL 50 MG, COMPRIMÉ PELLICULÉ
IMUREL 50 MG, COMPRIMÉ PELLICULÉ
IMUREL 50 MG, POUDRE POUR SOLUTION INJECTABLE (IV)
IMUREL 50MG, COMPRIMÉ PELLICULÉ
IMVANEX, SUSPENSION INJECTABLE . VACCIN ANTIVARIOLIQUE (VIRUS VIVANT MODIFIÉ DE LA VACCINE ANKARA)
INCRELEX 10 MG/ML, SOLUTION INJECTABLE
INCRUSE ELLIPTA 55 MICROGRAMMES, POUDRE POUR INHALATION EN RÉCIPIENT UNIDOSE
INDAPAMIDE ARROW 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE BIOGARAN 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE BIOGARAN 2,5 MG, COMPRIMÉ PELLICULÉ
INDAPAMIDE CRISTERS LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE EG LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE KRKA LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE SANDOZ LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE TEVA SANTE LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE VIATRIS LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE ZENTIVA LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDAPAMIDE ZYDUS LP 1,5 MG, COMPRIMÉ PELLICULÉ À LIBÉRATION PROLONGÉE
INDIARAL 2 MG, GÉLULE
INDIGO BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
INDOBIOTIC, COLLYRE EN SOLUTION EN RÉCIPIENT UNIDOSE
INDOCID 100 MG, SUPPOSITOIRE
INDOCID 25 MG, GÉLULE
INDOCOLLYRE 0,1 %, COLLYRE EN SOLUTION
INDOCOLLYRE 0,1%, COLLYRE EN SOLUTION EN RÉCIPIENT UNIDOSE
INDUCTOS 1,5 MG/ML, POUDRE, SOLVANT ET MATRICE POUR MATRICE IMPLANTABLE
INEGY 10 MG/20 MG, COMPRIMÉ
INEGY 10 MG/20 MG, COMPRIMÉ
INEGY 10 MG/20 MG, COMPRIMÉ
INEGY 10 MG/20 MG, COMPRIMÉ
INEGY 10 MG/40 MG, COMPRIMÉ
INEGY 10 MG/40 MG, COMPRIMÉ
INEUROPE, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
INEXIUM 10 MG, GRANULÉS GASTRO-RÉSISTANTS POUR SUSPENSION BUVABLE EN SACHET
INEXIUM 20 MG, COMPRIMÉ GASTRO-RÉSISTANT
INEXIUM 20 MG, COMPRIMÉ GASTRO-RÉSISTANT
INEXIUM 20 MG, COMPRIMÉ GASTRO-RÉSISTANT
INEXIUM 40 MG, COMPRIMÉ GASTRO-RÉSISTANT
INEXIUM 40 MG, POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION
INFANRIX HEXA, POUDRE ET SUSPENSION POUR SUSPENSION INJECTABLE EN SERINGUE PRÉREMPLIE. VACCIN DIPHTÉRIQUE(D), TÉTANIQUE(T), COQUELUCHEUX (ACELLULAIRE, MULTICOMPOSÉ)(CA), DE L'HÉPATITE B (ADNR)(HEPB), POLIOMYÉLITIQUE(INACTIVÉ)(P) ET DE L'HAEMOPHILUS INFLUE
INFANRIXQUINTA, POUDRE ET SUSPENSION POUR SUSPENSION INJECTABLE. VACCIN DIPHTÉRIQUE (D), TÉTANIQUE (T), COQUELUCHEUX (ACELLULAIRE, MULTICOMPOSÉ) (CA), POLIOMYÉLITIQUE (INACTIVÉ) (P) ET CONJUGUÉ DE LHAEMOPHILUS INFLUENZAE TYPE B (HIB), ADSORBÉ
INFANRIXTETRA, SUSPENSION INJECTABLE EN SERINGUE PRÉREMPLIE. VACCIN DIPHTÉRIQUE, TÉTANIQUE, COQUELUCHEUX ACELLULAIRE, POLIOMYÉLITIQUE INACTIVÉ, ADSORBÉ
INFLECTRA 100 MG, POUDRE POUR SOLUTION À DILUER POUR PERFUSION
INFLUDO, SOLUTION BUVABLE EN GOUTTES
INFLUENZINUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
